"id";"seed";"startdate";"datestamp";"SEQUENCE";"TREATMENT1KVID";"TREATMENT1KVTIME";"PERIOD1";"NOTATION1";"TREATMENT1KVSUS[SQ001]";"TREATMENT1KVSUS[SQ002]";"TREATMENT1KVSUS[SQ003]";"TREATMENT1KVSUS[SQ004]";"TREATMENT1KVSUS[SQ005]";"TREATMENT1KVSUS[SQ006]";"TREATMENT1KVSUS[SQ007]";"TREATMENT1KVSUS[SQ008]";"TREATMENT1KVSUS[SQ009]";"TREATMENT1KVSUS[SQ010]";"TREATMENT1KVCOMMENTS";"TREATMENT2NLID";"TREATMENT2NLTIME";"PERIOD2";"NOTATION2";"TREATMENT2NLSUS[SQ001]";"TREATMENT2NLSUS[SQ002]";"TREATMENT2NLSUS[SQ003]";"TREATMENT2NLSUS[SQ004]";"TREATMENT2NLSUS[SQ005]";"TREATMENT2NLSUS[SQ006]";"TREATMENT2NLSUS[SQ007]";"TREATMENT2NLSUS[SQ008]";"TREATMENT2NLSUS[SQ009]";"TREATMENT2NLSUS[SQ010]";"TREATMENT2NLCOMMENTS";"RANKING[SQ001]";"RANKING[SQ002]";"RANKINGEXPLAIN";"CLAIMEFFICIENCY[SQ001]";"CLAIMEFFECTIVENESS[SQ001]";"TEXTasFIRSTSTEP[SQ001]";"TEXTwithGUI[SQ001]";"GENERALCOMMENTS";"PAYMENTYESNO"
"29";"1875052859";"2022-08-16 21:39:36";"2022-08-16 22:37:29";"2";"experiment74";"10:02";"1";"kv";"2";"3";"5 - strongly agree";"1 - strongly disagree";"4";"1 - strongly disagree";"4";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"I disliked the redudancy in the representation, like writing ""question q"" over and over again; however, I acknowledge that this makes the system easier for beginners to use.

I would prefer a full gui over text + webforms.";"experiment75";"12:51";"2";"nl";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"1 - strongly disagree";"1 - strongly disagree";"3";"1 - strongly disagree";"5 - strongly agree";"3";"4";"Autocompletion was a drawback of this notion. This notation is very verbose, and not concise, which I do not like. This notation is far from real natural language which requires some sense of intelligence";"2nd place";"1st place";"Both notations are verbose, but natural language is much more verbose and cumbersome to debug since it is so much more redundant text.";"1 - strongly disagree";"5 - strongly agree";"5 - strongly agree";"3";"I would rather have only a GUI and nothing else.";"No"
"31";"1615544513";"2022-08-17 11:04:07";"2022-08-17 12:25:44";"2";"experiment82";"15:00";"1";"kv";"4";"2";"4";"3";"5 - strongly agree";"1 - strongly disagree";"5 - strongly agree";"4";"4";"2";"The help keys were very helpful, as I used them as a template for each command and also used them to check when I got an error message in the preview. However, the square brackets confused me as I thought you had to include them. 

It was fairly easy to pick up the question command by myself (with the help keys/template) after having been shown the other commands.";"experiment83";"12:54";"2";"nl";"1 - strongly disagree";"5 - strongly agree";"2";"3";"4";"2";"2";"5 - strongly agree";"2";"2";"I found the difference between ""set"" and ""add"" rather confusing
I also mixed up time and timestamp.
But again the help panel and the templates/examples were very useful and I was able to correct it by myself.
";"2nd place";"1st place";"key value felt much quicker/simpler (I was done with the basic task in about 8 minutes and then got stuck trying to identify errors because I didn't understand what the square brackets meant in the templates)

set/add was very confusing in the natural language and didn't add any additional value as far as I could tell. Typing out a long instruction seemed unnecessary after the key value task";"3";"3";"2";"4";"I liked being able to see the ""plan"" in the textual notation. I would not use it as the starting point for a GUI environment - it would be either/or (or ""play""/check it in the GUI and come back to make changes in the text). 

I think it depends very much on the usability/user-friendliness of the GUI. This would definitely be better than Learn on its own because you can integrate questions and breaks into the video. However, I have also used Planet eStream's editing and quiz function and I would say it's 50/50: writing questions directly into a box is still simpler than writing out text-based commands BUT getting started did seem to be easier and ""cleaner"" than it was with Planet eStream (although maybe that's because the experiment was set up so clearly). Once I got used to the system of the key value notation it seemed very straightforward. 
One minor point: YouTube videos are typically measured in minutes:seconds, so converting a time to seconds for the key value is a bit of a pain (and less efficient), in contrast to clicking on the time bar. If I could enter the time as minutes:seconds I would probably like that better than faffing around with scrolling to the correct point in a GUI.";"Yes"
"32";"694876113";"2022-08-17 12:33:42";"2022-08-17 13:40:52";"2";"experiment84";"16:38";"1";"kv";"5 - strongly agree";"1 - strongly disagree";"4";"1 - strongly disagree";"5 - strongly agree";"3";"5 - strongly agree";"1 - strongly disagree";"4";"1 - strongly disagree";"One improvment: for the question part, it might be better to change the question identifier question string ";"experiment85";"10:29";"2";"nl";"5 - strongly agree";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"";"1st place";"2nd place";"I like the structure of the Natural-Language Notation more, since for me it feels more complete creating an element and then define further attributes.";"4";"5 - strongly agree";"4";"5 - strongly agree";"";"Yes"
"33";"724297500";"2022-08-18 09:33:39";"2022-08-18 10:47:18";"2";"experiment89";"12:26";"1";"kv";"4";"3";"3";"1 - strongly disagree";"4";"3";"3";"2";"4";"1 - strongly disagree";"I think there are some differences between commands, e.g. for pages I have the title command, which is not contempleta for video: repetition and patterns make it easier to use the language. Also, I found the use of color could help.
I started the task trying to only remember the syntax, but I have to check some commands. I made a mistake at the beginning, as I wrote commands with capital letter, and the feedback was too vague. ";"experiment92";"10:34";"2";"nl";"4";"2";"4";"1 - strongly disagree";"4";"2";"4";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"The 3 main commands make programming easier, as they provided a standardized way to work. 
I wonder if the ADD command could be used to structure the module: I was expecting this. 
I still suggest to use colors in order to distinguish attributes (blu) and values (green for numbers, red for text strings).";"1st place";"1st place";"I think personally I can use both notations, even if for common people natural language could be probably easier.";"5 - strongly agree";"4";"5 - strongly agree";"4";"I think textual notation could be usefull, even if the graphical issue should be specifically addressed. ";"No"
"34";"1198081260";"2022-08-18 09:34:30";"2022-08-18 10:42:55";"2";"experiment88";"17:10";"1";"kv";"3";"3";"4";"4";"4";"3";"4";"2";"4";"4";"Ich habe leider die Aufgabe nicht erfolgreich abschließen können. Ich bin an einer Fehlermeldung stecken geblieben  und haben dies nicht lösen können. Dir vorherigen Videos haben mir git geholfen um den Aufbau besser zu verstehen. Man muss immer genau beachten wie man die Befehle schreibet, der Editor empfiehlt leider auch einer andere schreibweise, was nicht stimmt und dies führt zu fehlern am Ende des Programs";"experiment91";"08:10";"2";"nl";"4";"2";"4";"2";"4";"2";"4";"2";"4";"3";"Ich habe diesmal eine ein besseres Ergebnis gehabt. Ich habe die variablen besser definieren können, weil es vlt besser übresichltich für mich var, jedoch muss man halt mehr schrieben aber ich denke auf dem besseren Weg.";"1st place";"2nd place";"Natural language war einfacher für mich und überschaubar.Ich habe die variablen besser definieren können, also ich habe gewusst das eine Attribut zu einer bestimmten Variable gehört.";"5 - strongly agree";"5 - strongly agree";"5 - strongly agree";"5 - strongly agree";"";"Yes"
"35";"19613739";"2022-08-19 13:02:23";"2022-08-19 14:12:24";"2";"experiment97";"13:07";"1";"kv";"3";"2";"4";"2";"4";"2";"4";"2";"4";"2";"There were some inconsistencies in the Help section. For example, in the video example the id of the video was long (do not remember the exact phrase), however, in the example for the module the id of the video was changed to just video and not the id from the previous examples, whereas other ids were kept as in their examples. So, this is a bit confusing.

The questions order in the generated module preview is different to the one that was entered in the code. It would be nice to be able to check if the assignment of wrong and correct works. Not sure if that was possible.

In general, I have a good impression. The availability of the accelerators in terms of suggested code words is a great time saver.";"experiment98";"11:27";"2";"nl";"2";"4";"2";"2";"3";"2";"3";"3";"3";"2";"Since there are a lot of text in this ""language"" it would be nice to be able to copy and paste stuff from the Help.
Help is inconsistent and is confusing sometimes.
When I was trying to name the textpage as tp, the program kept substituting tp with textpage. So, after a few tries I had to name the textpage as tp1. That was a bit frustrating.
In general, I like the first version better than this one, because there was less text to type. I finished this task faster because I had practice with the first assignemnt.
";"2nd place";"1st place";"See the feedback in previous section.";"3";"3";"4";"4";"";"No"
"36";"1785924739";"2022-08-23 14:32:43";"2022-08-23 15:50:04";"2";"experiment105";"18:31";"1";"kv";"5 - strongly agree";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"4";"1 - strongly disagree";"4";"1 - strongly disagree";"It all went well, I just forgot to add one line with the queastion about the type of question, which caused me to lose some time. I did not immediately notice that all lines of a certain commands had to be in there.";"experiment108";"21:34";"2";"nl";"3";"3";"3";"2";"4";"2";"3";"2";"3";"3";"I finished writing everyting after about 10 minutes, but kept getting the feedback: can't read ""prompt"": no such variable. I was not able to see or find what the problem was based on the feedback, to i did submit it.";"2nd place";"1st place";"I think if I had to work with the key-language in the second part of the experiment, I would have been able to complete it faster. It just works easier in comparison to the NLN. But also:  I was not able to complete the task with the NLN, but with the key-value notation I was (after finding my typing mistake)";"4";"4";"4";"4";"It might be interesting if the feedback part in de script can highlight the 'mistake' in the writting language. This might make it easier to quickly find a mistake, but I also understand that this might not always be able (depending on the 'mistake')";"Yes"
"37";"1832679888";"2022-08-23 14:33:09";"2022-08-23 15:49:39";"2";"experiment106";"12:35";"1";"kv";"3";"3";"4";"1 - strongly disagree";"4";"2";"3";"4";"5 - strongly agree";"3";"I missed some sort of code-completion or keyword suggestion features like in many programming EDIs.";"experiment107";"12:38";"2";"nl";"2";"3";"2";"3";"2";"3";"4";"4";"5 - strongly agree";"3";"It was ok. Due to the natural language constructs it was a little bit more difficult to remember how to write the statement. E.g. the ""wich is"" part of Questions.
I dont know the other commands available in this notation, but i would suggest to create a language with only few but consistent keywords (e.g. ""which is"" is also used in an ""if"" statement).
It was also more cumbersome, since i had to write more words.";"2nd place";"1st place";"For me as a person with experience in C++ Programming, the simpler notation gets a higher rank. For me it is easier to use and to read. But thats due to my experience with programming languages.

However, i think the natural language version, like a higher programming language, could be more effective, when it comes to more complex and more modularized Systems. That is, if more keywords are added to the language, then you have standardized keywords like ""create"", you allready know and do not need to learn the syntax. In addition, when the system allows to add libraries or modules to integrate new functionality, then a collection of standardized keywords is necessary. Otherwise a library is always introducing new commands, which one needs to learn, making it unusable.";"3";"3";"3";"5 - strongly agree";"";"No"
"38";"1774807342";"2022-08-26 14:33:08";"2022-08-26 15:35:29";"2";"experiment121";"07:30";"1";"kv";"4";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"5 - strongly agree";"2";"4";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"Notation is well designed and easy to use. However some commands could be grouped together to avoid possible errors with wrong IDs (e.g. title + body).";"ID: experiment122";"07:40";"2";"nl";"3";"2";"4";"1 - strongly disagree";"4";"2";"3";"3";"4";"1 - strongly disagree";"This notation is focused on actions instead of elements. It is also relatively easy to use, but not as easy as the first one.";"1st place";"1st place";"Both notations are easy to use, however I think that programming experiece is more important for the key-value notation. Therefore, with the first one a broader audience can be addressed.";"3";"4";"2";"5 - strongly agree";"I would prefer to start with a GUI for the first draft and to do a ""fine tuning"" with the textual notation.";"Yes"
"39";"145471250";"2022-08-29 16:05:17";"2022-08-29 16:51:57";"2";"experiment126";"06:44";"1";"kv";"4";"2";"4";"1 - strongly disagree";"4";"2";"3";"2";"4";"1 - strongly disagree";"The editing went quite smooth, but I do have a (bit rusty) programming background and I do read technical documents on an almost daily basis. I also teach programming to students. I think I did finish quite fast, and that the into video provided enough input for me personally. One thing I would find handy is more auto completion (e.g. variable names)";"experiment127";"06:15";"2";"nl";"4";"1 - strongly disagree";"5 - strongly agree";"1 - strongly disagree";"4";"1 - strongly disagree";"4";"1 - strongly disagree";"4";"1 - strongly disagree";"I myself made a small mistake this time, I forgot to set the question attribute of the question, when showing the preview I was notified of this error and I could quickly change it.";"2nd place";"1st place";"For me, having a programming background, the key value notation is a bit shorter and hence saves some time. I could imagine however, that for people without a technical background the natural language version will be faster and easier to learn. So I do have some kind of bias towards the more technical version.";"4";"4";"4";"5 - strongly agree";"I think this is quite an easy way to go forward in creating a video lesson. I could imagine myself to create the global structure in a text-based way. After that, I would like to be able to switch to a GUI to finetune or to add/tweak some parts.";"No"
"40";"1575895301";"2022-09-02 09:02:13";"2022-09-02 10:10:55";"2";"experiment177";"16:26";"1";"kv";"4";"2";"4";"1 - strongly disagree";"4";"2";"5 - strongly agree";"3";"4";"2";"Mit der Hilfestellung war die Aufgabe gut lösbar und ich war richtig angefuchst die Aufgabe fertigzustellen. Die Freude über das korrekte Ergebnis war groß.
Einzig bei der Frage war mir unklar, wie denn der Titel lauten soll, da es hier keine Übereinstimmung zwischen Aufgabe und Hilfe gab.";"experiment178";"16:29";"2";"nl";"4";"2";"5 - strongly agree";"1 - strongly disagree";"4";"2";"5 - strongly agree";"3";"4";"2";"Der Prozess war gut, ärgerlich und mühsam fand ich die Groß- und Kleinschreibung auf die man achten musste...
Habe es erfolgreich abgeschlossen und bin mit meinem Prozess und dem Ergebnis zufrieden.
Auch hier mit dem Hilfebereich gut lösbar";"1st place";"2nd place";"Natural-Language Notation Ist leichter auf unterschiedliche Kontexte umzulegen und vom Aufbau her logischer (bis auf die Groß- und Kleinschreibung...)";"5 - strongly agree";"5 - strongly agree";"4";"4";"";"Yes"

